,term_PT
10768,arterial wall hypertrophy
10769,gastric ischaemia
10770,viral tracheitis
10771,arrhythmia prophylaxis
10772,medical device site burn
10773,elephantiasis
10774,normal newborn
10775,autopsy
10776,therapeutic drug monitoring analysis not performed
10777,injection site oedema
10778,thymol turbidity test decreased
10779,coating in mouth
10780,salivary gland disorder
10781,cerebrovascular stenosis
10782,nutritional supplement allergy
10783,severe fever with thrombocytopenia syndrome
10784,pure white cell aplasia
10785,simple mastectomy
10786,dermal cyst
10787,localised alternating hot and cold therapy
10788,photorefractive keratectomy
10789,mitral valve hypoplasia
10790,teething
10791,parkinsonian crisis
10792,nicotine test positive
10793,uterine spasm
10794,pulmonary imaging procedure normal
10795,tuberculin test positive
10796,medulloblastoma recurrent
10797,gastroenteritis rotavirus
10798,myalgia
10799,vasoactive intestinal polypeptide test
10800,weight abnormal
10801,osteomyelitis bacterial
10802,hip deformity
10803,manufacturing equipment issue
10804,anti-gad antibody
10805,meningitis herpes
10806,blood cyanide
10807,spirillum test positive
10808,tumour ablation
10809,thyroid gland scan normal
10810,multiparous
10811,psychosis postoperative
10812,cholangiogram abnormal
10813,infection protozoal
10814,arachnoiditis
10815,neurological decompensation
10816,hiv test negative
10817,west nile virus test positive
10818,congenital rubella syndrome
10819,drug level above therapeutic
10820,planning to become pregnant
10821,pulmonary valve replacement
10822,coproporphyrinogen
10823,cholecystogram intravenous
10824,mers-cov test
10825,prolonged rupture of membranes
10826,ovarian atrophy
10827,end stage renal disease
10828,gastric fistula repair
10829,idiopathic pulmonary fibrosis
10830,glycogen storage disease type iii
10831,carbohydrate antigen 19-9
10832,gardnerella infection
10833,prothrombin level
10834,systolic anterior motion of mitral valve
10835,bladder repair
10836,vitritis infective
10837,pseudohermaphroditism female
10838,antidepressant drug level decreased
10839,optic nerve hypoplasia
10840,thought insertion
10841,angiotensin ii abnormal
10842,parathyroid hormone-related protein normal
10843,brachial pulse normal
10844,amyloid arthropathy
10845,neuromuscular pain
10846,multiple sclerosis relapse
10847,gastrointestinal carcinoma in situ
10848,tandem gait test normal
10849,biliary-bronchial fistula
10850,salt diathesis
10851,perineurial cyst
10852,hypersensitivity
10853,kayser-fleischer ring
10854,application site ulcer
10855,sacroiliitis
10856,mysophobia
10857,male genital tract tuberculosis
10858,sotos' syndrome
10859,fear-related avoidance of activities
10860,scrotal angiokeratoma
10861,cardiac valve thickening
10862,carboxyhaemoglobin
10863,panophthalmitis
10864,benign vulval neoplasm
10865,tertiary syphilis
10866,genital infection viral
10867,seizure
10868,necrolytic migratory erythema
10869,sclerotherapy of lymphocele
10870,respiratory tract carcinoma in situ
10871,herniography
10872,congenital musculoskeletal anomaly
10873,morning sickness
10874,loose tooth
10875,door syndrome
10876,eosinophils urine present
10877,splanchnic hypoperfusion
10878,chills
10879,androgen replacement therapy
10880,mirror syndrome
10881,contact lens acute red eye
10882,analgesic intervention supportive therapy
10883,congenital growth hormone deficiency
10884,haemothorax
10885,homonymous diplopia
10886,exchange blood transfusion
10887,conjunctival laceration
10888,congenital pigmentation disorder
10889,palmomental reflex
10890,b-cell lymphoma stage i
10891,oestrone
10892,feeding tube user
10893,bronchoplegia
10894,ear procedural complication
10895,hiv infection cdc group iv subgroup a
10896,cell-free and concentrated ascites reinfusion therapy
10897,nicotine test
10898,faecal calprotectin decreased
10899,aldosterone urine normal
10900,17-hydroxyprogesterone increased
10901,secondary hypothyroidism
10902,pain of skin
10903,beta-n-acetyl-d-glucosaminidase normal
10904,tongue pruritus
10905,red man syndrome
10906,thyroid stimulating immunoglobulin
10907,immunosuppressant drug level decreased
10908,joint surgery
10909,instillation site paraesthesia
10910,atrial hypertrophy
10911,neuroendoscopy
10912,sensory integrative dysfunction
10913,chronic tic disorder
10914,cardiofaciocutaneous syndrome
10915,cardiac perfusion defect
10916,renal tubular atrophy
10917,aortic wall hypertrophy
10918,panniculitis
10919,hemianopia heteronymous
10920,congenital neurological disorder
10921,bile culture positive
10922,treatment noncompliance
10923,nasal septum haematoma
10924,mixed liver injury
10925,bladder squamous cell carcinoma stage iv
10926,salpingoplasty
10927,biopsy bladder abnormal
10928,uterine mass
10929,exfoliation syndrome
10930,aqueous humour leakage
10931,carcinoid tumour
10932,gait deviation
10933,adnp syndrome
10934,prodromal alzheimer's disease
10935,ewing-like sarcoma
10936,tissue anoxia
10937,nasal operation
10938,fallopian tube cancer
10939,blood magnesium
10940,ultrasound biliary tract abnormal
10941,adenocarcinoma pancreas
10942,device ineffective
10943,fulguration
10944,implant site necrosis
10945,leukonychia
10946,scrotal exploration
10947,intraosseous angioma
10948,chronic graft versus host disease oral
10949,post lumbar puncture syndrome
10950,ureteroscopy
10951,squamous cell carcinoma of the tongue
10952,nodal marginal zone b-cell lymphoma stage ii
10953,inter-alpha-trypsin inhibitor decreased
10954,generalised vaccinia
10955,laryngitis bacterial
10956,subclavian vein thrombosis
10957,extravasation of urine
10958,pharyngeal necrosis
10959,motor developmental delay
10960,barium meal and follow through
10961,gastroenteritis adenovirus
10962,skin injury
10963,sarcoma metastatic
10964,angiocentric lymphoma stage iii
10965,genital cyst
10966,viral hepatitis carrier
10967,arthropod-borne disease
10968,peau d'orange
10969,"follicle centre lymphoma, follicular grade i, ii, iii stage iii"
10970,infertile partner
10971,alcoholic
10972,vaccination site hypertrophy
10973,basilar artery aneurysm
10974,human herpesvirus 7 infection
10975,antibody test positive
10976,substance use disorder
10977,beta 2 microglobulin urine decreased
10978,instillation site discolouration
10979,hypocitraturia
10980,menstrual discomfort
10981,nat2 gene status assay
10982,x-ray hepatobiliary abnormal
10983,gingival hyperpigmentation
10984,congenital pyelocaliectasis
10985,alcohol use disorder
10986,gastric hypertonia
10987,uterine polypectomy
10988,physical examination
10989,anal erythema
10990,manifest refraction
10991,indeterminate glucose tolerance
10992,dysplasia
10993,breast cancer stage iii
10994,arthropod scratch
10995,tobacco abuse
10996,hyperthermic chemotherapy
10997,overgrowth fungal
10998,haemolytic anaemia enzyme specific
10999,primary mediastinal large b-cell lymphoma stage iii
11000,laryngotracheobronchoscopy
11001,migraine without aura
11002,benign joint neoplasm
11003,brachytherapy to bladder
11004,urine uric acid abnormal
11005,conjunctivalisation
11006,benign endocrine neoplasm
11007,foetal methotrexate syndrome
11008,rocky mountain spotted fever
11009,non-hodgkin's lymphoma stage iv
11010,autoimmune thyroid disorder
11011,factor v leiden carrier
11012,thymol turbidity test normal
11013,thyroid therapy
11014,eye ph abnormal
11015,melaena
11016,disorder of orbit
11017,reaction to excipient
11018,cerebral small vessel ischaemic disease
11019,congo-crimean haemorrhagic fever
11020,protein bound iodine decreased
11021,b-cell small lymphocytic lymphoma stage ii
11022,biopsy chest wall normal
11023,cardiac steatosis
11024,urogenital trichomoniasis
11025,homans' sign
11026,infusion site pain
11027,vasopressive therapy
11028,foetal heart rate disorder
11029,hereditary spastic paraplegia
11030,biopsy palate abnormal
11031,chromosome banding
11032,nipple enlargement
11033,cervix haematoma uterine
11034,removal of transplanted organ
11035,abortion complete
11036,yellow fever immunisation
11037,rectal tube insertion
11038,diffuse mesangial sclerosis
11039,"hallucinations, mixed"
11040,bile output increased
11041,uterine irrigation
11042,neonatal tetany
11043,fall
11044,hepatic amoebiasis
11045,hepatotoxicity
11046,model for end stage liver disease score abnormal
11047,encephalitis japanese b
11048,otoacoustic emissions test abnormal
11049,arthroscopy
11050,dyskinesia neonatal
11051,dialysis
11052,hepatic mass
11053,face injury
11054,lipaemic index score
11055,peritoneal effluent abnormal
11056,erysipelothrix test positive
11057,diffuse large b-cell lymphoma recurrent
11058,femoral neck fracture
11059,application site oedema
11060,twiddler's syndrome
11061,"ear, nose and throat examination abnormal"
11062,po2 normal
11063,onychogryphosis
11064,laryngeal pachyderma
11065,relapsing fever
11066,lipase urine
11067,gastric bypass reversal
11068,clinical global impression scale
11069,hair metal test
11070,pulmonary hypoplasia
11071,leukaemic infiltration pulmonary
11072,pancreatitis relapsing
11073,potter's syndrome
11074,cartilage operation
11075,prpf8 gene mutation
11076,chorioretinopathy
11077,blood pressure diastolic abnormal
11078,splenorrhaphy
11079,radiation fibrosis
11080,product distribution issue
11081,adenosine deaminase
11082,photon radiation therapy to thyroid
11083,weight decrease neonatal
11084,march haemoglobinuria
11085,removal of foreign body from eyelids
11086,transurethral prostatectomy
11087,pemphigus disease area index
11088,fibronectin decreased
11089,ejection fraction normal
11090,myocarditis post infection
11091,heart-lung transplant rejection
11092,ureterectomy
11093,sensory neuropathy hereditary
11094,primary myelofibrosis
11095,autoimmune encephalopathy
11096,fundoscopy abnormal
11097,neuromyotonia
11098,drug intolerance
11099,phobic postural vertigo
11100,donor organ tissue preparation issue
11101,urobilinogen urine increased
11102,renal cancer
11103,secretion gastric absent
11104,"reproductive tract hypoplasia, male"
11105,extrahepatic biliary tree injury
11106,lithotripsy
11107,stent-graft endoleak
11108,nasal mucosa telangiectasia
11109,sphenoid sinus operation
11110,blood caffeine decreased
11111,uterine tumour excision
11112,apolipoprotein b increased
11113,pain in jaw
11114,intestinal gangrene
11115,zinc sulphate turbidity abnormal
11116,bacterial parotitis
11117,varicella
11118,von willebrand's factor multimers test
11119,sensory level
11120,obstetrical procedure
11121,microwave therapy
11122,flea infestation
11123,vitamin c normal
11124,retinal vein thrombosis
11125,congenital scrotal hypertrophy
11126,duodenal vascular ectasia
11127,aspiration bursa normal
11128,electrocardiogram rr interval
11129,hepatitis d antibody positive
11130,instillation site vesicles
11131,breast abscess
11132,cervix disorder
11133,dermatofibrosarcoma protuberans metastatic
11134,chest wall mass
11135,cardiac pacemaker replacement
11136,hypertensive urgency
11137,abdominal wall anomaly
11138,paralogism
11139,cyst
11140,nipple infection
11141,blood gold increased
11142,angiogram peripheral
11143,testicular hypertrophy
11144,muscle enzyme
11145,aortic dilatation
11146,thrombotic microangiopathy
11147,preictal state
11148,leptospirosis
11149,pelvic girdle pain
11150,sacralisation
11151,liver iron concentration abnormal
11152,thyroid pain
11153,roseolovirus test positive
11154,cyp3a4 gene status assay
11155,urine electrophoresis
11156,genital blister
11157,mucosal disorder
11158,thyroiditis subacute
11159,sapovirus test positive
11160,medical device site fistula
11161,eosinophilic panniculitis
11162,lymphoproliferative disorder
11163,arrhythmia
11164,ligament operation
11165,cytapheresis
11166,yellow fever vaccine-associated viscerotropic disease
11167,atrial parasystole
11168,eye lubrication therapy
11169,laryngopharyngectomy
11170,vaccine-induced seroconversion
11171,hepatic hydrothorax
11172,foreign body reaction
11173,application site dryness
11174,increased tendency to bruise
11175,reticulocyte count abnormal
11176,pityriasis rosea
11177,jaw fracture
11178,vaginal ring
11179,viral test negative
11180,periportal oedema
11181,dysbiosis
11182,airway secretion clearance therapy
11183,eye patch application
11184,semen analysis
11185,hepatic encephalopathy
11186,blood thromboplastin decreased
11187,incision site ulcer
11188,costal cartilage fracture
11189,vaginitis viral
11190,subileus
11191,oestrogen receptor assay
11192,biopsy parathyroid gland abnormal
11193,product closure removal difficult
11194,disruption of the photoreceptor inner segment-outer segment
11195,infertility tests abnormal
11196,haemoglobin electrophoresis normal
11197,laser speckle contrast imaging
11198,malignant gastrointestinal obstruction
11199,rhinitis
11200,extraskeletal osteosarcoma metastatic
11201,opticokinetic nystagmus tests normal
11202,isodicentric chromosome 15 syndrome
11203,microsporum infection
11204,left atrial dilatation
11205,radiation skin injury
11206,breast capsulectomy
11207,toe amputation
11208,injection site granuloma
11209,marjolin's ulcer
11210,micromastia
11211,eustachian tube dysfunction
11212,vernal keratoconjunctivitis
11213,pericarditis mycoplasmal
