text,ade,meddra,level
gave in wholeheartedly today to my olanzapine munchies. had already had an ice cream and milkshake before this :-0 http://t.co/mrzznwzwrl,munchies,feeling hungry,LLT
"@beckysrecovery i have been on amisulpride but only for a few days, i could not tolerate nausea and akathisia, olanzapine i can cope with",akathisia,akathisia,PT
"@beckysrecovery i have been on amisulpride but only for a few days, i could not tolerate nausea and akathisia, olanzapine i can cope with",nausea,nausea,PT
had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe,munchies,feeling hungry,LLT
had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe,not being able to fit into summer wardrobe,weight gain,LLT
"@karims3d olanzapine actually makes you put on weight, even when you aren't eating that much",put on weight,weight gain,LLT
does anyone know if the #weight gain is less in #olanzapine combined with #prozac(#symbyax) than in olanzapine alone?,weight gain,weight gain,LLT
"thanks to all my re-tweeters, your support is very much appreciated. i took the full dosd of olanzapine last night #sluggish",sluggish,sluggishness,PT
"going off of olanzapine is no picnic.  you have to be prepared to ask the aid of the gods, jesus, krishna.",going off of olanzapine is no picnic,withdrawal syndrome,PT
"@secretsufferer olanzapine. i was taking 7.5mg and that was a nightmare, now taking 5mg but the weight still keeps coming :(",weight still keeps coming,weight gain,LLT
"racing next sun so thought i'd better try on my tri suit. so depressing, can just about get into it and look like a whale ffs!! #olanzapine",look like a whale,weight gain,LLT
"@lithiumlibgirl i'm sure it helps that you are so active. i did eventually lose my olanzapine lbs, so there is hope. :)",olanzapine lbs,weight gain,LLT
gonna have to speak with my psychiatrist about stopping my olanzapine its interfering with my visions and it gives you memory loss and more.,memory loss,memory loss,LLT
gonna have to speak with my psychiatrist about stopping my olanzapine its interfering with my visions and it gives you memory loss and more.,interfering with my visions,vision abnormal,LLT
@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.,drowsy,drowsiness,LLT
@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.,weight gain,weight gain,LLT
@secretschizo i tried coming off my olanzapine twice in the past 3 years without telling my psych - unfortunately too difficult to come off!,difficult to come off,withdrawal syndrome,PT
i'm now back on the olanzapine along side lithium. ugh. #helloweightgain,weightgain,weight gain,LLT
@fergusonelaine @psychiatrysho recent spell in hospital and olanzapine sloth/weight gain,sloth,sluggishness,PT
@fergusonelaine @psychiatrysho recent spell in hospital and olanzapine sloth/weight gain,weight gain,weight gain,LLT
"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",slept aw day,daytime sleepiness,LLT
"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",torn faced,irritable,LLT
"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",swollen feet,swelling of feet,LLT
"@kalmsivi saying that, the whole reason i gained weight in the first place was due to the drug olanzapine. doctor's fault. ah well.",gained weight,weight gain,LLT
@ineedyouhere66 ugh the olanzapine makes me so tired :(,tired,tiredness,LLT
@ineedyouhere66 ugh the olanzapine makes me so tired :(,tired,tiredness,LLT
i resent taking olanzapine as it is the side effects of olanzapine that were mistaken for negative symptoms of schizophrenia,symptoms of schizophrenia,mental function decreased,LLT
i think this olanzapine makes me crazier.,crazier,psychosis,LLT
"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..",raging bm's,diarrhea,LLT
"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..",mood swings,mood swings,PT
"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..",weight gain,weight gain,LLT
i wonder if olanzapine causes restless legs &lt;_&lt;,restless legs,restless legs,LLT
been taking low dosage of paroxetine for the last two years and only recently found out that a common side affect is pinsandneedles.,pinsandneedles,pins and needles,LLT
i'm having the worst withdrawals from my paroxetine. is this real life?,withdrawals,withdrawal symptom,LLT
"@sectioned_ @bipolarlife7 @bbcwomanshour ah yes, i'm starting to think my paroxetine turns panic attacks into fat.",fat.,weight gain,LLT
"@marcello i had to take paroxetine tablets for a year nd a side effect is weight gain, it went to my core. off them now bt can't shift it!",weight gain,weight gain,LLT
"@mrnick was getting out of control. i had no idea that coming off it would be so awful. other than paroxetine, i thought ssris were easy",coming off it,withdrawal syndrome,PT
"@moonsyrin @britni_rose talk to your doctor to see if you need to up your dose of paroxetine. it is possible to ""plateau"" on it..i did.",plateau,tachyphylaxis,PT
@princeherb i had paroxetine for a few weeks once... apparently i started behaving oddly so they took me off it and put me on  sertraline,behaving oddly,behavior abnormal,LLT
"prozac and paxil have the same effects.  well, shit. no wonder i fucking have insomnia after i told him i have it.",insomnia,insomnia,PT
@levimichaelsxxx @outnynews you are so horny and i am not! wtf!!! paxil why paxil why!!!!,you are so horny and i am not,loss of libido,PT
@ripnercabbit @pacerfox ugh. my partner was on paxil for a while. it made him hide in the apartment. :/,hide in the apartment,agoraphobia,PT
@nickysangelbaby oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.,allergic,allergic reaction,LLT
@nickysangelbaby oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.,puke,vomiting,PT
"@friardanny i appreciate it. i gained over 30lbs with paxil so i'm trying something different, tired of the appetite side effects.",appetite,increased appetite,PT
"@friardanny i appreciate it. i gained over 30lbs with paxil so i'm trying something different, tired of the appetite side effects.",gained over 30lbs,weight gain,LLT
"when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal.",falling asleep every day,daytime sleepiness,LLT
"when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal.",sleeping 12 hours a night,sleep excessive,LLT
"dr. kyrillos: of ssris, paxil has the greatest assoc with #weight gain. rx with caution in pts with presenting weight issues. #paipip #qi",weight gain,weight gain,LLT
i've probably gained a good seven or eight pounds on paxil. my 5'2 and small frame can't deal w that. lol get me off the crazy meds asap!!!,gained a good seven or eight pounds,weight gain,LLT
"fuck paxil. i never want to take this shit again, but every time i try i get ridiculously sick. my life suckssss.",sick,feeling sick,LLT
@anitaalibi paxil didn't end up helping. tried prozac and wellbutrin and it helped my mood and anxiety but gave me vertigo. :(,vertigo,vertigo,PT
@reneeliedig hi idk who you are but i just wanted to let you know i gained over 20 lbs on paxil. be watchful.,gained over 20 lbs,weight gain,LLT
i hate nightmares! #scary #gayboyproblems #paxil,nightmares,nightmares,LLT
@jephjacques i hated being on paxil for that reason. way to make you *more* depressed. x.x,depressed,depression,PT
"dear paxil, you're supposed to make me feel better. instead you've wrecked me completely. thanks to you, i had to take an adivan.",wrecked,feeling unwell,LLT
"just wondering why doctors prescribe dangerous, addictive medications without any warning to patients.  paxil, for instance.",addictive,dependence addictive,LLT
time to get off paxil.  it's really really been terrifying lately.,terrifying,feeling unwell,LLT
"@silkwould smh. lmao paxil was my first, i just stopped effexor (the headaches were a nightmare)",headaches,headache,PT
two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.,no feelings,lack of feeling emotions,LLT
"@vanessalovesjk because my dr switched from celexa to paxil and,paxil made me feel sick",sick,feeling sick,LLT
hey guys don't forget to refill your paxil for like six days because the withdrawal is like heroin. literally.,withdrawal,withdrawal symptom,LLT
so my body was goin threw withdrawl? lol didnt kno paxil was that strong lol,withdrawl,withdrawal symptom,LLT
every since i stopped taking that paxil i haven't been so damn emotional ..... i think!,emotional,emotional lability,LLT
not sure the paxil is working any more,working any more,tachyphylaxis,PT
@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks,water weight,water retention,LLT
@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks,gain unwanted pounds,weight gain,LLT
@furyofpatience i was fine w/ effexor. paxil/seroxat/paroxetine was the worst fucking bitch ad  i've ever withdrawn from. pure evil.,withdrawn ,withdrawn,LLT
"my medication is making me stupid, brain meds are not ok , fuck u paxil",making me stupid,memory impairment,PT
i used to be on paxil but that made me more depressed and prozac made me angry,angry,anger,PT
i used to be on paxil but that made me more depressed and prozac made me angry,depressed,depression,PT
@inarticulate i haven't had an orgasm in a long time.. wtf.. #paxil,orgasm,inability to orgasm,LLT
how do guys ejaculate on paxil?? #antidepressants,ejaculate,inability to orgasm,LLT
brisdelle dangerous. paxil is supposed to treat depression and suicidal thoughts.  i took paxil and got depressed. went off &amp; ok in 2 wk.,depressed,depression,PT
paxil why you not let me sleep?!?,not let me sleep,sleep loss,LLT
@poet_carl_watts @yueesei ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs,psychotic episode,psychotic episode,LLT
"rt @fightforfood: what i lack in money and personality, i make up for in paxil induced impotency",impotency,impotence,LLT
"rt @fightforfood: what i lack in money and personality, i make up for in paxil induced impotency",impotency,impotence,LLT
going off paxil cr cold turkey is something you should never ever do if you value your brain cells.,value your brain cells,memory impairment,PT
rt @karmageddonit: paxil makes it nearly impossible to cry.,impossible to cry,lack of feeling emotions,LLT
